data,fechamento_previsto,minima_previsto,maxima_previsto,minima_tendencia,maxima_tendencia,Close
2021-01-04,27.58901604300097,24.58119584647444,30.48930746804745,27.853316461395266,27.853316461395266,28.90999984741211
2021-01-05,27.55572462939966,24.725338875701677,30.47504134347037,27.819229157717867,27.819229157717867,30.040000915527344
2021-01-06,27.635233057796416,24.94221671913908,30.590397097036632,27.785141854040468,27.785141854040468,30.100000381469727
2021-01-07,27.645410822744775,24.977533880905458,30.503808030388964,27.75105455036307,27.75105455036307,31.0
2021-01-08,27.5399464989425,24.694660311798778,30.348946135960706,27.716967246685673,27.716967246685673,31.1200008392334
2021-01-11,27.35040491726092,24.385388506164162,30.35777633509951,27.614705335653476,27.614705335653476,30.860000610351562
2021-01-12,27.317113503657843,24.35483897591309,30.092368421956362,27.58061803197608,27.58061803197608,30.6299991607666
2021-01-13,27.396621932054714,24.747565322412242,30.4456726090379,27.54653072829868,27.54653072829868,29.149999618530273
2021-01-14,27.406799697002768,24.377815814599835,30.324096014745713,27.51244342462128,27.51244342462128,29.450000762939453
2021-01-15,27.301335373201137,24.356841262290068,30.13046515641485,27.478356120943882,27.478356120943882,28.1200008392334
2021-01-18,27.11179379151911,24.173926635464127,29.843678837463735,27.376094209911688,27.376094209911688,28.06999969482422
2021-01-19,27.07850237791658,24.600069596246765,30.187537976265034,27.34200690623429,27.34200690623429,28.690000534057617
2021-01-20,27.158010806313005,24.37798098242492,30.02749198582118,27.30791960255689,27.30791960255689,28.209999084472656
2021-01-21,27.168188571260757,24.172697713149322,30.152661398366728,27.27383229887949,27.27383229887949,27.549999237060547
2021-01-22,27.062724247458043,24.350568187736112,29.86663369736587,27.239744995202095,27.239744995202095,27.09000015258789
2021-01-26,26.839891252174766,24.017112451425483,29.75758497903175,27.1033957804925,27.1033957804925,27.0
2021-01-27,26.919399681764435,23.84832891022533,29.509114948481457,27.069308478008697,27.069308478008697,27.399999618530273
2021-01-28,26.92957744790594,24.021788170948103,29.77239683818354,27.035221175524896,27.035221175524896,27.760000228881836
2021-01-29,26.82411312529697,24.112254466247496,29.73296482407056,27.00113387304109,27.00113387304109,26.690000534057617
2021-02-01,26.63457154719605,23.617416071484044,29.30325349835249,26.89887196558968,26.89887196558968,27.530000686645508
2021-02-02,26.60128013478736,23.736103564823132,29.408382813580904,26.864784663105876,26.864784663105876,28.65999984741211
2021-02-03,26.6807885643779,23.883653357223782,29.482165501368858,26.830697360622075,26.830697360622075,28.940000534057617
2021-02-04,26.69096633051937,23.80656119210424,29.555613726402907,26.79661005813827,26.79661005813827,28.81999969482422
2021-02-05,26.585502007911273,23.86014871870696,29.510804587536015,26.76252275565447,26.76252275565447,28.84000015258789
2021-02-08,26.39596042980891,23.50407616872433,29.35492789206212,26.660260848203063,26.660260848203063,28.110000610351562
2021-02-09,26.36266901740099,23.461987574530824,29.31502975899194,26.626173545719254,26.626173545719254,27.540000915527344
2021-02-10,26.442177446991355,23.490780819906853,29.15121313710214,26.59208624323545,26.59208624323545,27.799999237060547
2021-02-11,26.452355213132254,23.616660718052774,29.317448832254914,26.55799894075165,26.55799894075165,28.079999923706055
2021-02-12,26.346890890524584,23.546055959419583,28.97466979525994,26.523911638267847,26.523911638267847,28.440000534057617
2021-02-17,26.203566329604822,23.519152409470443,29.086227082824355,26.35347512584883,26.35347512584883,29.59000015258789
2021-02-18,26.21374409574656,23.363205034773415,29.263873125743093,26.31938782336503,26.31938782336503,29.270000457763672
2021-02-19,26.10827977313839,23.372264972984983,29.17026133319798,26.285300520881226,26.285300520881226,27.329999923706055
2021-02-22,25.918738299041138,23.04044905691276,28.764724769390146,26.183038717436343,26.183038717436343,21.670000076293945
2021-02-23,25.88544692130231,23.140940738232953,28.92155093399455,26.148951449621386,26.148951449621386,24.059999465942383
2021-02-24,25.964955385562497,23.049284218386514,28.8999558582791,26.114864181806425,26.114864181806425,24.399999618530273
2021-02-25,25.975133186372776,23.23725068739192,28.74926160079945,26.080776913991468,26.080776913991468,23.190000534057617
2021-02-26,25.869668898434096,22.893287716729734,28.650344143166556,26.046689646176503,26.046689646176503,22.239999771118164
2021-03-01,25.680127424338657,22.86813517862163,28.448432588624012,25.944427842731624,25.944427842731624,22.0
2021-03-02,25.646836046597837,22.615404665505597,28.35615106033507,25.91034057491666,25.91034057491666,21.989999771118164
2021-03-03,25.726344510857857,22.949089792717395,28.539143958739714,25.876253307101702,25.876253307101702,21.190000534057617
2021-03-04,25.736522311668104,22.88872385386393,28.527014909921483,25.84216603928674,25.84216603928674,22.219999313354492
2021-03-05,25.631058023728063,22.64725658965912,28.490032813048916,25.808078771471777,25.808078771471777,22.389999389648438
2021-03-08,25.441516549633413,22.67007623474675,28.221764730973923,25.7058169680269,25.7058169680269,21.100000381469727
2021-03-09,25.408225171893363,22.515170127077518,28.231791955275952,25.671729700211937,25.671729700211937,21.59000015258789
2021-03-10,25.487733636153216,22.458492377306026,28.32499746303562,25.637642432396976,25.637642432396976,22.34000015258789
2021-03-11,25.497911436962884,22.800331174988862,28.412883439553735,25.60355516458202,25.60355516458202,23.290000915527344
2021-03-12,25.392447149023273,22.600748449573718,27.969247510360844,25.569467896767055,25.569467896767055,23.170000076293945
2021-03-15,25.257560676244303,22.369855223437412,28.124041100830475,25.521861094638318,25.521861094638318,23.649999618530273
2021-03-16,25.24248763227708,22.356713782560835,27.940636322305316,25.5059921605954,25.5059921605954,23.280000686645508
2021-03-17,25.34021443030835,22.66325203504146,28.297426950723576,25.490123226552488,25.490123226552488,24.079999923706055
2021-03-18,25.368610564890496,22.600363549306145,28.190974361581528,25.474254292509574,25.474254292509574,23.239999771118164
2021-03-19,25.281364610723305,22.447259191678757,28.210168764563623,25.45838535846666,25.45838535846666,24.0
2021-03-22,25.146478137945646,22.21853132269449,28.03309891265635,25.41077855633792,25.41077855633792,23.520000457763672
2021-03-23,25.131405093976657,22.333714476530037,27.822194973220405,25.394909622295007,25.394909622295007,22.799999237060547
2021-03-24,25.229131892008038,22.23672299181099,28.190723361102904,25.37904068825209,25.37904068825209,22.81999969482422
2021-03-25,25.257528026590155,22.48915809950276,28.236251827699004,25.363171754209176,25.363171754209176,23.200000762939453
2021-03-26,25.17028207242334,22.333557338898693,28.058531385590275,25.347302820166266,25.347302820166266,23.459999084472656
2021-03-29,25.03539559964522,21.971849518662648,27.87324648299264,25.299696018037523,25.299696018037523,23.829999923706055
2021-03-30,25.02032255567679,21.97913791210925,27.88245361351455,25.28382708399461,25.28382708399461,23.829999923706055
2021-03-31,25.11804935370773,22.22499384427832,27.918067412574484,25.2679581499517,25.2679581499517,24.100000381469727
2021-04-01,25.146445488289267,22.211457926189883,28.087352006551114,25.252089215908786,25.252089215908786,23.889999389648438
2021-04-05,24.92431306134381,22.238059190732905,27.754335856893373,25.188613479737132,25.188613479737132,24.040000915527344
2021-04-06,24.909240017376366,22.026301666145287,27.791089106062028,25.172744545694215,25.172744545694215,24.020000457763672
2021-04-07,25.033510652362615,22.206193502062245,27.825620371348293,25.1834194486065,25.1834194486065,24.0
2021-04-08,25.08845062390019,22.140817521213084,27.75356585304819,25.194094351518785,25.194094351518785,23.700000762939453
2021-04-09,25.027748506686766,22.285151342311867,27.747126888463455,25.20476925443107,25.20476925443107,23.649999618530273
2021-04-12,24.972493544774576,22.241184728702304,28.076131475996505,25.236793963167926,25.236793963167926,23.889999389648438
2021-04-13,24.98396433776158,22.27185339519185,27.84535126545624,25.24746886608021,25.24746886608021,23.969999313354492
2021-04-14,25.108234972748694,22.203712560179483,27.967922944088624,25.258143768992497,25.258143768992497,24.350000381469727
2021-04-15,25.163174944285966,22.368308172748268,27.99755027057403,25.268818671904782,25.268818671904782,23.09000015258789
2021-04-16,25.10247282707369,22.021880464964234,27.842231190203414,25.279493574817067,25.279493574817067,22.950000762939453
2021-04-19,25.047217865160544,22.192636701581247,27.846209353742463,25.31151828355392,25.31151828355392,24.280000686645508
2021-04-20,25.058688658147826,22.00218018558927,27.913837562197127,25.322193186466205,25.322193186466205,23.81999969482422
2021-04-22,25.237899264671743,22.567299567939695,28.254459600503164,25.34354299229078,25.34354299229078,23.709999084472656
2021-04-23,25.177197147459616,22.179321296002723,28.041576804681036,25.354217895203064,25.354217895203064,23.690000534057617
2021-04-26,25.121942185546015,22.275840190060258,28.03926136255891,25.386242603939916,25.386242603939916,23.780000686645508
2021-04-27,25.13341297853407,22.307820273116153,27.820737839308688,25.3969175068522,25.3969175068522,23.100000381469727
2021-04-28,25.257683613520854,22.262082222936716,28.07215125846288,25.40759240976449,25.40759240976449,23.940000534057617
2021-04-29,25.3205080790052,22.32601142107169,28.001847650874733,25.42615180662359,25.42615180662359,23.6200008392334
2021-04-30,25.26769045573917,22.461760099024406,28.24613430445152,25.444711203482687,25.444711203482687,23.6200008392334
2021-05-03,25.23608897566556,22.254177438232613,28.0523291386537,25.500389394059987,25.500389394059987,23.43000030517578
2021-05-04,25.255444262600932,22.500626628226478,28.11394131934538,25.518948790919087,25.518948790919087,22.889999389648438
2021-05-05,25.387599391534174,22.532654907139623,28.335057938344033,25.537508187778187,25.537508187778187,23.829999923706055
2021-05-06,25.450423857018958,22.647874082109475,28.29976364375284,25.55606758463729,25.55606758463729,23.5
2021-05-07,25.397606233753795,22.594278750819534,28.481815933234394,25.574626981496387,25.574626981496387,24.3799991607666
2021-05-10,25.366004753680997,22.77973267466844,28.32641287894682,25.630305172073683,25.630305172073683,24.700000762939453
2021-05-11,25.385360040614604,22.70123364421195,28.15355755983449,25.648864568932787,25.648864568932787,25.149999618530273
2021-05-12,25.51751516954796,22.677183343398667,28.307064829427915,25.667423965791887,25.667423965791887,24.780000686645508
2021-05-13,25.58033963503243,22.57318926478356,28.392497915176023,25.685983362650983,25.685983362650983,24.989999771118164
2021-05-14,25.527522011767424,22.483955041420877,28.331256895475583,25.704542759510083,25.704542759510083,26.299999237060547
2021-05-17,25.495920531694672,22.634461804717354,28.309673488019968,25.760220950087383,25.760220950087383,26.65999984741211
2021-05-18,25.51527581862883,22.37556051695848,28.41347905133823,25.778780346946483,25.778780346946483,26.350000381469727
2021-05-19,25.647430947561734,22.79611670964597,28.476732069888037,25.79733974380558,25.79733974380558,26.149999618530273
2021-05-20,25.71025541304591,22.75962846574958,28.465186759782423,25.815899140664683,25.815899140664683,25.93000030517578
2021-05-21,25.65743779102313,22.567954571709222,28.485716463971773,25.834458538767098,25.834458538767098,25.950000762939453
2021-05-24,25.625836314680626,22.557616299148915,28.360185762607042,25.89013673307436,25.89013673307436,26.389999389648438
2021-05-25,25.645191602859096,22.879132245412062,28.69690201401661,25.90869613117678,25.90869613117678,25.84000015258789
2021-05-26,25.777346733034978,22.98779561836136,28.60175818756954,25.927255529279197,25.927255529279197,26.09000015258789
2021-05-27,25.840171199762622,22.961520601559133,28.710557979467037,25.945814927381615,25.945814927381615,25.90999984741211
2021-05-28,25.78735357774,22.89310787722467,28.701793630993244,25.964374325484034,25.964374325484034,26.989999771118164
2021-05-31,25.755752101397533,22.86675861615296,28.7788493137485,26.020052519791296,26.020052519791296,26.8700008392334
2021-06-01,25.775107389575247,22.860415985441932,28.484849725953868,26.03861191789371,26.03861191789371,27.290000915527344
2021-06-02,25.907262519751995,22.876638269295828,28.784070608499363,26.057171315996133,26.057171315996133,27.8700008392334
2021-06-04,25.917269364457862,23.015274085402744,28.8796423109133,26.094290112200973,26.094290112200973,28.5
2021-06-07,25.885667888113943,23.128297906623178,28.58619728273094,26.149968306508228,26.149968306508228,28.290000915527344
2021-06-08,25.905023176292435,23.134365689426698,28.59831702328208,26.168527704610646,26.168527704610646,28.65999984741211
2021-06-09,26.037178306469013,23.22555927084874,28.817050342581943,26.18708710271307,26.18708710271307,28.65999984741211
2021-06-10,26.100002773196053,23.173067420702797,28.91156424708915,26.205646500815487,26.205646500815487,28.68000030517578
2021-06-11,26.047185151174723,23.19812082811457,28.750700387569474,26.2242058989179,26.2242058989179,28.56999969482422
2021-06-14,26.015583669014536,23.157386188494694,28.905225689794303,26.279884087409346,26.279884087409346,28.75
